meanZCR,stdZCR,meanSpecCentroid,stdSpecCentroid,meanSpecContrast,stdSpecContrast,meanSpecBandwidth,stdSpecBandwidth,meanSpecRollof,stdSpecRollof,meanMFCC_1,stdMFCC_1,meanMFCC_2,stdMFCC_2,meanMFCC_3,stdMFCC_3,meanMFCC_4,stdMFCC_4,meanMFCC_5,stdMFCC_5,meanMFCC_6,stdMFCC_6,meanMFCC_7,stdMFCC_7,meanMFCC_8,stdMFCC_8,meanMFCC_9,stdMFCC_9,meanMFCC_10,stdMFCC_10,meanMFCC_11,stdMFCC_11,meanMFCC_12,stdMFCC_12,meanMFCC_13,stdMFCC_13,genre
-0.5058710282390234,-0.7843432516998987,-0.38140754100634655,-0.6911474856889079,-0.10729088571843004,0.3499015826805716,-0.18727994894502564,-0.5722645120353036,-0.23666809204206707,-0.4553562796587797,0.1478208435158419,-0.7341654876295812,-0.1426716965265915,-0.5087290333415755,0.26837159258425936,-0.5439694310098607,-0.12747167325890074,-0.5439271770480245,0.24025005172861558,-0.5662601500542677,-0.31615483756923835,-0.49874379490373444,0.4551354738145851,-0.22086328623803864,-0.08720716956227836,-0.3945309675030424,0.09085645033406942,-0.11437812829513105,-0.1747815585696963,-0.7169310444690749,0.3797565526739683,-0.8263312770105841,0.065191564416127,-0.8024776525355567,0.24332485470800802,-0.609704082536557,blues
-0.7895557934393853,-0.7267590470453935,-0.5596809536722678,-0.4634329830230647,-0.21465187103669248,0.2747412537160676,-0.13950120123556298,-0.41469023849799924,-0.3338167215126331,0.0188360258585345,0.08328264845921485,-0.6093411431991881,0.296721270210636,-0.295934564730885,0.24392327510081602,-0.3793165939803509,0.21209681744132128,-0.24518090803798254,0.31681393636486754,-0.48144986059826467,-0.0045136173369126065,0.8350143401438253,0.6629937768975946,-0.08243265115952814,0.10530268818051164,0.31586115157608763,0.06734624466866407,0.10346009522700439,0.11225402994280147,-0.6113765894490415,0.4661849356400646,-0.7713349554955566,0.27059559312157927,-0.480038305949136,0.2864450931198473,-0.5460679151571423,blues
-0.5900985005020455,-0.5566171132193195,-0.5007261871479874,-0.5206686976371431,0.11084071322233591,0.34220151427441237,-0.3521452279725552,-0.704373078927035,-0.4132411177422053,-0.48689596478588315,0.27776807806776116,-0.31952418138956473,-0.16932168685735338,-0.4717392088665461,0.10597436661585957,-0.5050164308039099,-0.3753003267471631,-0.3797728997137607,0.38298778497115205,-0.45588136065281937,-0.25608031007256904,-0.0044104970518796804,0.23305906417517147,0.4018090863074064,-0.06972466090669716,-0.5585010725347582,-0.14182457448404936,-0.1663382427076061,-0.35421547756426364,-0.6647038989017988,0.18010732845572727,-0.75155186523441,-0.09446738279078115,-0.6474500021878005,-0.1829384001715606,-0.5303003253846287,blues
-0.943024056693802,-0.9201295279580526,-0.8729667703747972,-0.7439289022415652,-0.06954388172646109,0.0434304690708458,-0.6356848022458331,-0.5960139154096358,-0.7726588209046795,-0.5509064608097655,0.48578244081430233,-0.5825676745362197,0.19911230255253737,-0.5219923430174538,-0.002786228575549776,-0.6807603433721169,0.2558718036128841,-0.4852035370948268,-0.011188552595688017,-0.5118251003520217,0.31507723173705654,-0.4845663032283898,0.24849084351946954,-0.4120997942783309,0.46970547467800056,-0.513087716275658,-0.030966009486985968,-0.7474647733048666,0.29304422499312643,-0.7763843539567941,0.10499177509109933,-0.9254917214982141,0.20296010462462316,-0.847504502789076,-0.11609248851319819,-0.7086451645740824,blues
-0.20544034786360965,-0.400993145879738,-0.2361123939403511,-0.2438144523498823,0.19038162205885323,0.27076880909997425,-0.3103270068823327,-0.532099116853059,-0.19814577252248056,-0.129946252447523,0.06445669045168922,0.05036508781134108,-0.2860251462264024,-0.5791745566646687,-0.025670401605301985,-0.3278462520340475,-0.8220264501667466,-0.35138564639354797,0.1265844128006121,-0.1848865763737746,-0.5728342022500773,-0.056498111271524154,0.02457510135281988,0.2959246498379904,-0.2121328789273944,-0.06041682154372929,-0.2530224434517141,0.13557053689207166,-0.43603373981885907,-0.6724663240863317,-0.18033725960410324,-0.7172122371193368,0.16649378906422221,-0.22219306980386855,-0.3679904476544697,-0.27899666882748697,blues
-0.7313019160712655,-0.9013198299995597,-0.7114792867427497,-0.7332468858156527,0.04930729449804927,-0.1578884732802075,-0.5785990012752567,-0.5420071471134145,-0.625423739317431,-0.41862055401709486,0.5534689692252248,-0.4357510844169954,-0.05792195407246539,-0.08581159802419025,0.05213739806423545,-0.3271814381706133,-0.4576547576929979,-0.42056282381146004,0.0051484599930749775,-0.37463947208232606,-0.5882224753429566,-0.4773966332095846,0.06805531288658045,-0.26169190592834335,0.051625426645582784,-0.3315688208368752,-0.29082466519690287,-0.3789597125942361,-0.3150845257879078,-0.8820933607668546,-0.18814803607319597,-0.7022230464219033,-0.22139746897759927,-0.6050310429444694,-0.33122921897569474,-0.7224449595780142,blues
-0.6174828018289393,-0.6670864331627367,-0.49741367906494693,-0.34162575829274866,0.4101334864509858,0.053986209139041286,-0.5237934699802842,-0.392305006854193,-0.39340980782221224,-0.20822164441701152,0.08606726822435373,0.32997034734261166,-0.28764251286268827,-0.08221583108357766,0.180596971700563,0.06882436013787396,0.1595261825042935,1.0,-0.1382226369683485,0.27759985672200616,-0.4610413706967037,0.3426096156643952,-0.05288093911717889,-0.08391388181764259,0.058499934878469606,-0.16615304173360035,-0.6827930407629976,0.46657882180312416,-0.22164883230065852,-0.5373269078326709,-0.038557410173611,-0.6800145735694655,-0.010023632725921772,-0.5116834842532308,-0.5363345271524594,-0.45930631196803906,blues
-0.7166471657248126,-0.886927579882853,-0.5524239647481438,-0.7311962501616249,0.07180988740915728,0.06336798120473564,-0.3574228095801888,-0.6874185946543823,-0.4217313973017023,-0.5410153542970526,0.31254708462681524,-0.6848115366027894,-0.21142075544751,-0.45270913795145995,0.20789240107954243,-0.3695819650426725,0.016781713358052393,-0.1871277467019805,0.29188110645989485,-0.3243876409091693,-0.6422348967686847,0.12745819759371257,0.4973448359844791,0.11995417052945068,-0.1467198926879667,0.3223567126594509,-0.37566970919802606,0.4534859647250675,-0.07403507464479586,-0.5143833822179362,-0.3172257658505257,-0.7277253580888535,0.18504248574123328,-0.17226653225521593,-0.40758893186594286,-0.5757527574929359,blues
-0.6104624627614993,-0.6883929950209469,-0.3865849585576173,-0.516243584829118,0.19140643510178812,0.5573458660055326,-0.15666840250738434,-0.516733082720793,-0.2195016143925731,-0.28588397563851475,0.13119870459304517,-0.4278077893164709,-0.061568194783595515,-0.5095876138483453,0.34418769354298806,-0.43303140410951146,-0.1398151641533557,-0.49104485742443305,0.28031970416220997,-0.18210383562941823,-0.5471887551196378,-0.6274501597183254,0.5700867210686463,-0.280776502956789,-0.08890872066362154,-0.7828719069223484,0.45482534663853413,-0.6197594322004352,-0.051751049064132915,-0.8163431544506278,0.27284853455644237,-0.7785956313292439,-0.3522899106937616,-0.6343004178069105,0.16368354472047095,-0.6864180072009097,blues
-0.5164762212983478,-0.6765889617510417,-0.30241809164742195,-0.4617188089990445,-0.016840912921194384,0.2735450989143302,-0.13088971287763163,-0.5332499312167823,-0.12116310632680749,-0.3280901237030601,0.018374250021938376,-0.2570617744583199,0.012627826437883252,-0.3036315006371213,0.2843525077538218,-0.17023206813125635,-0.5004921199226328,-0.019856835975250675,0.24190450566447613,0.4491531811160179,-0.19862907589083828,0.00633292719097267,0.2801668104172927,-0.2901890379058738,-0.10947080391827158,-0.437331050810851,-0.11599020398535745,-0.19534342680887673,-0.21775948646463777,-0.607564543358151,0.22286281243660166,-0.6496880735204138,0.174272421890504,-0.6707049246430066,-0.23612266744103583,-0.3172297569373508,blues
